email_counts,html tag_counts,url_counts,Twitter username_counts,hashtag_counts,character_counts,word_counts,unique word_counts,punctuation mark_counts,uppercase word_counts,lowercase word_counts,digit_counts,alphabetic char_counts,spam_label
0,0,1,0,0,184,20,20,20,2,9,29,116,0
8,0,0,0,0,1730,275,161,161,10,156,37,1258,0
0,0,2,0,0,912,111,92,202,3,76,12,588,0
3,3,0,0,0,1454,251,163,71,1,198,5,1128,0
4,0,1,0,0,1350,225,145,160,6,145,12,954,0
0,0,0,0,0,253,43,43,13,3,28,11,187,0
2,1,1,0,0,1440,252,171,140,7,183,31,1018,0
1,0,2,0,0,739,81,65,146,2,68,4,509,0
0,0,1,0,0,1111,197,129,51,4,167,0,864,0
0,0,2,0,2,548,68,61,54,3,53,36,391,0
1,0,2,0,0,748,91,86,157,3,66,6,495,0
4,2,1,0,0,521,64,60,111,5,35,27,320,0
2,2,3,0,0,1402,232,126,215,3,176,19,937,0
1,0,4,0,0,1238,156,120,189,2,110,48,846,0
0,0,0,0,0,350,69,59,14,1,53,10,258,0
0,0,4,0,0,463,54,52,59,5,33,16,335,0
1,1,1,0,0,973,155,116,130,10,111,13,676,0
1,2,1,0,0,2350,405,269,241,14,293,40,1665,0
1,1,3,0,0,902,124,103,124,2,94,1,654,0
0,0,3,0,0,2095,300,194,118,2,245,35,1643,0
3,2,2,0,0,1429,252,154,143,9,155,93,942,0
1,0,1,0,0,768,127,92,84,3,111,2,556,0
16,14,3,0,0,3756,631,343,395,25,395,102,2629,0
1,0,2,0,0,1277,185,136,181,7,132,41,871,0
1,0,1,0,0,1013,157,111,106,4,118,5,746,0
0,0,1,0,0,105,7,7,21,2,4,30,48,0
0,0,5,0,0,438,35,35,68,2,19,17,319,0
2,1,1,0,0,423,52,47,83,2,41,0,289,0
2,1,2,0,0,1423,200,159,184,3,166,0,1040,0
3,1,1,0,0,1166,186,131,114,9,151,47,820,0
0,0,3,0,0,340,35,35,41,1,23,20,245,0
0,0,1,0,0,195,23,23,13,1,19,12,148,0
3,1,1,0,0,646,112,88,58,2,68,1,476,0
2,1,2,0,0,761,123,86,54,4,90,19,566,0
0,0,1,0,0,530,83,67,39,3,65,35,374,0
0,0,0,0,0,553,103,82,28,1,84,23,400,0
1,0,0,0,1,2183,400,245,144,41,301,38,1602,0
1,0,4,0,0,2358,358,232,292,3,284,40,1669,0
0,0,1,0,0,90,5,5,21,2,2,30,35,0
0,0,0,0,0,2247,381,210,139,4,260,326,1402,0
0,0,1,0,0,202,22,22,23,2,14,29,129,0
0,0,1,0,0,573,98,77,28,1,87,0,448,0
0,0,3,0,0,645,89,77,52,5,69,29,476,0
0,0,0,0,0,649,121,94,25,5,99,2,502,0
0,0,1,0,0,186,23,22,15,1,18,12,137,0
3,1,2,0,0,519,58,51,101,3,35,11,350,0
1,0,2,0,0,469,41,39,137,2,31,6,286,0
2,0,3,0,0,742,98,82,157,1,62,24,464,0
0,0,1,0,0,168,19,18,23,2,14,29,98,0
2,0,3,0,0,771,78,68,186,2,52,25,483,0
2,1,1,0,0,904,124,97,115,3,101,6,660,0
1,0,2,4,0,3688,380,128,1102,27,227,179,2028,0
1,0,2,0,0,4545,733,423,261,2,603,32,3520,0
0,0,1,0,0,306,44,38,26,5,37,24,213,0
4,0,2,0,0,2139,333,225,218,15,274,15,1574,0
0,0,0,0,0,1531,291,185,101,9,233,30,1110,0
0,0,3,2,0,749,96,73,125,0,65,56,473,0
1,0,2,0,0,1737,252,174,182,5,184,13,1291,0
1,2,3,0,0,583,74,63,66,0,54,15,429,0
0,0,0,0,0,1190,199,149,43,7,165,2,947,0
0,0,1,0,0,186,20,20,20,2,15,29,118,0
0,0,2,0,0,323,32,31,45,2,20,41,206,0
0,0,0,0,0,621,114,88,26,1,101,0,482,0
1,1,1,0,0,877,76,63,155,2,63,9,638,0
1,0,1,0,0,1091,189,142,62,4,152,33,808,0
0,0,1,0,0,204,27,27,17,2,20,19,142,0
1,0,1,0,0,15517,2404,976,465,17,2086,37,12612,0
1,1,1,0,0,1033,166,130,116,4,109,25,727,0
2,1,2,0,0,1378,199,158,243,7,142,31,906,0
0,0,0,0,0,986,187,124,63,3,135,15,722,0
1,1,2,0,0,1719,275,180,156,8,210,19,1270,0
0,0,0,0,0,726,123,103,54,4,98,18,532,0
0,0,2,0,0,356,43,39,37,2,23,29,248,0
0,0,3,0,0,1434,215,144,84,1,191,36,1100,0
2,2,1,0,0,908,155,111,115,13,91,20,619,0
1,1,1,0,0,595,79,68,93,6,58,1,423,0
0,0,2,0,0,153,6,5,24,1,3,10,114,0
2,0,2,0,0,1820,306,165,246,8,227,4,1265,0
0,0,0,0,0,1367,257,172,54,2,193,33,1024,0
1,2,2,0,0,1031,183,130,67,5,143,6,776,0
1,0,0,0,0,804,133,97,41,0,96,20,611,0
1,0,1,0,0,361,53,46,22,5,42,2,285,0
0,0,1,0,0,747,147,101,51,3,114,0,550,0
4,2,5,0,0,10748,1789,744,640,51,1364,101,8219,0
0,0,4,0,0,692,96,85,70,4,71,28,499,0
2,2,1,0,0,1110,172,119,117,7,119,1,821,0
0,0,2,0,0,150,7,7,35,3,1,30,79,0
0,0,1,0,0,185,22,22,24,3,15,31,109,0
0,0,4,0,0,37954,6511,2288,2046,132,5087,125,29235,0
0,0,1,0,0,352,59,52,22,4,44,6,266,0
1,0,2,0,0,529,62,54,158,2,36,3,307,0
0,0,1,0,0,192,25,25,15,2,20,17,136,0
3,0,3,0,0,3642,569,344,257,9,435,17,2800,0
1,0,2,0,0,993,122,102,186,10,83,27,659,0
3,0,0,0,0,6215,1053,543,374,61,849,19,4770,0
1,0,2,0,6,1972,311,217,108,16,270,61,1493,0
2,1,3,0,0,815,118,86,105,1,78,29,563,0
1,0,3,0,0,545,80,70,56,3,53,19,391,0
0,0,1,0,0,191,20,20,28,3,9,29,115,0
4,0,3,0,0,16331,2655,1159,614,32,2043,217,12846,0
2,0,3,0,0,835,96,79,184,1,74,16,540,0
0,0,2,0,0,1516,215,160,93,4,176,43,1166,0
2,0,0,0,0,4133,729,385,290,9,556,23,3092,0
0,0,1,0,0,111,7,7,21,2,1,30,54,0
1,1,1,0,0,1294,187,119,160,3,118,22,926,0
1,0,1,0,0,1219,169,127,233,5,126,10,806,0
0,0,1,0,0,259,31,31,23,3,24,25,181,0
0,0,0,0,0,485,93,76,39,11,55,1,353,0
0,0,1,0,0,626,93,73,36,1,84,6,492,0
0,0,0,0,0,160,29,25,6,2,26,0,126,0
0,0,0,0,0,572,104,75,37,1,70,85,347,0
0,0,2,0,0,963,162,122,61,16,123,40,701,0
0,5,0,1,0,2474,453,278,135,13,385,24,1863,0
1,1,1,0,0,417,59,52,72,3,47,1,286,0
2,0,1,0,0,1393,265,167,99,9,188,10,1020,0
3,1,3,0,0,2481,435,265,222,4,300,42,1783,0
0,0,0,0,0,3043,592,318,184,11,458,15,2253,0
0,0,0,0,1,2227,401,244,82,6,342,13,1732,0
3,2,2,0,0,1205,179,118,231,7,87,36,760,0
0,0,1,0,0,188,19,19,24,2,14,29,117,0
3,0,2,0,0,1341,229,158,78,3,210,12,1023,0
0,0,0,0,0,457,84,64,29,1,70,0,345,0
0,0,1,0,0,743,111,90,58,13,76,16,559,0
0,2,0,0,0,399,80,63,33,10,62,0,287,0
0,0,1,0,0,1196,207,144,66,5,174,0,924,0
6,4,9,0,0,2197,306,172,329,14,143,67,1496,0
3,3,4,0,2,2627,437,214,516,16,227,76,1599,0
2,0,1,0,0,757,112,94,94,14,77,21,531,0
0,0,1,0,0,243,26,25,25,2,20,29,164,0
1,0,2,0,0,762,99,80,192,1,60,3,469,0
2,1,2,0,0,743,101,81,102,5,80,33,508,0
0,0,0,2,0,1250,220,162,76,3,175,25,930,0
1,0,2,0,0,588,68,60,132,1,52,0,389,0
1,0,2,0,0,3114,502,298,82,1,377,46,2484,0
0,0,2,0,2,277,27,26,43,3,15,42,166,0
0,0,2,0,0,478,77,69,36,4,44,22,344,0
0,0,1,0,0,155,16,16,23,2,9,32,85,0
1,0,1,0,0,4554,756,406,97,2,675,43,3644,0
0,0,1,0,0,188,24,24,14,3,19,12,139,0
1,1,0,0,0,531,97,73,31,0,84,0,404,0
5,2,1,0,0,1651,257,197,132,9,177,30,1233,0
0,0,4,0,0,1436,213,161,118,5,164,40,1066,0
1,1,2,0,0,547,65,60,89,3,49,3,391,0
0,0,0,0,0,373,60,52,14,3,50,0,300,0
0,0,3,0,0,838,118,99,56,0,91,1,664,0
0,0,1,0,0,107,8,8,21,2,1,30,49,0
1,1,5,0,0,666,65,57,127,3,50,29,446,0
2,2,1,0,0,1966,307,198,144,2,198,29,1487,0
0,0,7,2,0,2148,268,172,501,8,183,101,1279,0
1,0,1,0,0,663,115,98,39,5,89,0,510,0
2,2,1,0,0,1202,185,154,68,10,116,5,945,0
2,0,2,0,0,747,122,87,59,4,84,8,559,0
0,0,2,0,0,424,53,46,43,2,34,32,297,0
0,0,1,0,0,928,142,107,44,6,117,0,743,0
3,0,2,0,0,1985,309,214,203,15,257,13,1461,0
1,0,3,0,0,1575,227,184,234,12,157,31,1084,0
1,1,1,0,0,788,103,73,116,3,89,36,534,0
0,0,0,0,0,137,25,25,11,2,10,10,92,0
2,0,2,0,0,1037,131,105,196,7,82,102,609,0
1,1,2,0,0,809,125,96,108,5,83,23,554,0
3,3,0,0,0,881,153,119,92,7,99,9,628,0
0,0,1,0,0,290,44,37,22,2,33,24,201,0
5,4,0,0,1,2561,501,221,269,8,311,84,1708,0
0,0,0,0,0,930,151,70,79,1,52,300,401,0
2,2,0,0,0,684,110,90,44,1,67,8,523,0
1,0,2,0,0,586,65,57,155,5,43,6,361,0
0,0,0,0,0,467,83,66,19,6,71,0,366,0
1,0,1,0,0,509,71,58,79,0,60,8,352,0
0,0,1,0,0,268,40,35,23,3,34,33,171,0
1,0,3,0,0,463,40,36,164,1,20,6,254,0
3,1,1,0,0,530,83,74,43,2,64,0,405,0
2,1,2,0,0,1322,198,141,191,5,141,20,914,0
0,0,1,0,0,187,26,26,14,1,19,12,136,0
1,0,2,0,0,716,79,72,186,1,53,3,449,0
1,0,3,0,0,806,108,87,76,12,76,58,565,0
0,1,0,0,0,690,112,100,64,6,67,50,465,0
1,0,0,0,0,1214,216,134,52,2,180,12,935,0
7,1,1,0,0,1441,246,183,97,21,165,46,1053,0
0,0,2,0,0,1157,169,126,57,2,145,37,895,0
0,0,0,0,0,396,68,59,26,2,58,0,303,0
0,0,0,0,0,2126,373,221,94,20,304,35,1625,0
2,0,1,0,0,703,112,83,48,5,82,2,542,0
0,0,1,0,0,172,20,19,19,3,11,25,109,0
1,1,1,0,3,1015,157,112,141,3,108,30,688,0
1,1,0,0,0,511,91,75,36,1,75,0,385,0
1,0,2,0,0,504,77,71,42,0,55,0,386,0
4,0,2,0,0,717,88,74,72,3,66,24,534,0
0,0,0,0,0,490,82,71,38,3,67,2,369,0
0,0,1,0,0,168,17,17,24,2,11,29,99,0
1,0,1,0,0,1012,175,117,110,8,137,10,718,0
1,1,0,0,0,747,131,89,50,3,102,1,566,0
4,0,4,0,0,3241,536,329,161,18,439,63,2482,0
2,1,2,0,0,829,104,85,154,6,78,6,566,0
2,0,2,0,0,1059,140,120,74,1,93,33,813,0
5,0,0,0,0,1113,210,148,124,15,108,24,756,0
0,0,2,0,0,334,43,39,37,3,22,29,226,0
0,0,3,0,0,564,73,60,49,3,57,33,410,0
1,0,0,0,0,521,94,68,29,5,77,0,399,0
1,1,1,0,0,407,57,50,81,5,45,3,267,0
0,0,0,0,0,417,78,70,27,11,48,12,301,0
1,1,1,0,0,688,111,84,88,9,61,9,481,0
0,0,1,0,0,306,44,40,28,3,37,24,211,0
0,0,1,0,0,92,5,5,21,2,2,30,37,0
1,1,1,0,0,943,161,117,112,9,125,12,659,0
0,0,3,0,0,1609,243,175,79,4,195,24,1264,0
1,0,1,0,0,1490,222,150,238,3,119,54,977,0
3,1,1,0,0,1132,173,127,114,0,139,33,813,0
1,0,2,0,0,1257,169,118,196,3,116,34,859,0
1,2,2,0,0,1055,123,111,228,7,84,34,671,0
1,0,2,0,0,651,102,84,93,8,72,10,447,0
2,0,3,0,0,1071,147,116,175,8,103,17,733,0
1,1,2,0,0,993,155,121,124,3,119,23,692,0
1,1,1,0,0,382,48,44,70,2,40,0,265,0
1,0,3,0,0,756,89,72,177,2,49,23,468,0
0,0,2,0,0,201,18,18,34,2,6,35,115,0
0,0,1,0,0,527,84,73,40,10,58,33,371,0
0,0,0,0,0,1229,209,158,78,4,166,1,942,0
1,1,2,0,0,1607,253,170,157,7,178,23,1175,0
1,1,1,0,0,1633,259,174,78,0,214,18,1279,0
1,0,2,2,0,1494,146,120,503,7,71,104,742,0
0,1,1,0,0,2653,492,278,161,21,400,19,1982,0
1,0,1,0,0,185,19,19,23,1,13,3,141,0
0,0,1,0,0,493,81,60,23,2,71,0,390,0
1,1,1,0,0,1367,233,174,157,9,155,32,946,0
3,0,3,0,0,2143,291,215,300,27,167,233,1320,0
0,0,1,0,0,357,48,46,22,0,35,14,274,0
8,1,11,0,1,2228,235,172,473,16,142,163,1358,0
1,1,0,0,0,259,43,36,25,1,29,0,192,0
0,0,4,0,0,419,53,48,53,3,36,18,296,0
2,2,2,0,0,1197,189,149,136,7,133,23,850,0
0,0,1,0,0,231,27,26,24,2,19,29,152,0
3,0,3,0,0,841,68,57,260,4,40,15,499,0
0,0,0,0,0,561,97,75,28,5,71,12,425,0
0,0,2,0,0,982,144,104,103,5,130,0,736,0
0,0,0,0,0,42,6,6,11,1,2,0,26,0
0,0,2,0,0,276,23,23,41,2,10,43,170,0
1,1,0,0,0,609,98,79,33,1,84,0,479,0
0,2,0,0,0,893,172,125,47,2,149,0,675,0
0,0,0,0,0,1165,219,147,51,11,190,2,894,0
0,0,4,0,0,998,151,116,72,2,113,13,763,0
2,1,1,0,0,645,91,80,92,4,71,3,460,0
0,0,2,0,0,150,8,8,35,3,1,30,78,0
2,0,2,0,0,3902,482,222,954,18,345,85,2382,0
1,1,2,0,0,1316,223,151,139,10,157,50,905,0
0,0,2,0,2,404,50,41,42,5,35,43,270,0
0,0,1,0,0,530,92,74,41,7,51,12,386,0
2,0,2,0,0,916,117,99,200,3,86,1,599,0
0,0,1,0,0,202,21,21,23,2,13,29,130,0
0,0,1,0,0,194,20,20,24,2,11,29,122,0
1,1,1,0,0,618,102,75,97,1,63,20,400,0
0,0,1,0,0,1569,273,172,176,5,194,7,1114,0
1,0,0,0,0,640,115,97,36,6,86,0,490,0
0,0,0,0,0,1083,205,145,71,11,167,7,801,0
1,0,1,0,0,378,49,43,81,2,29,6,243,0
1,0,9,1,0,1447,157,116,366,3,93,95,830,0
4,1,1,0,0,665,73,59,130,2,41,31,432,0
6,4,5,0,0,4331,641,383,442,13,528,21,3228,0
0,0,1,0,0,1731,294,197,92,33,212,35,1311,0
0,0,22,0,14,6621,930,518,555,34,747,346,4791,0
0,0,1,0,0,614,94,76,29,2,82,30,462,0
0,0,1,0,0,1253,228,151,78,7,174,2,946,0
0,0,1,0,0,101,5,5,22,2,2,30,45,0
0,0,0,0,0,617,114,91,35,1,93,0,469,0
0,0,4,0,0,683,78,71,66,3,60,42,498,0
0,0,1,0,0,1817,327,212,60,13,265,3,1428,0
0,0,6,0,0,967,125,102,106,6,84,69,668,0
1,0,2,0,0,622,73,66,156,7,41,5,389,0
1,0,2,0,0,604,68,63,142,2,46,8,387,0
2,2,1,0,0,3311,571,363,149,43,450,6,2586,0
2,1,2,0,0,774,94,79,158,4,72,1,522,0
0,0,3,0,1,242,22,22,37,1,12,8,176,0
2,0,5,0,0,1202,152,92,296,2,79,40,715,0
0,0,1,0,0,287,37,32,24,3,25,29,198,0
3,1,3,0,1,5377,658,297,820,6,290,1126,2774,0
2,0,1,0,0,343,41,39,37,1,24,1,265,0
3,0,1,0,0,727,127,91,75,2,84,22,504,0
0,0,1,0,0,242,29,29,27,3,16,31,156,0
0,0,5,0,0,1574,238,164,95,5,199,14,1228,0
1,0,1,0,2,1315,224,164,57,9,186,2,1033,0
0,0,2,0,0,152,7,7,35,3,1,32,79,0
0,0,1,0,0,103,5,5,23,2,2,30,46,0
1,0,1,1,0,2009,305,196,188,7,239,11,1506,0
2,1,3,0,0,1587,263,166,224,12,170,23,1078,0
1,1,2,0,0,390,38,37,88,2,23,1,264,0
0,0,2,0,0,160,8,8,35,3,1,30,88,0
2,0,3,0,0,688,73,62,177,2,51,15,424,0
0,0,1,0,0,203,27,27,16,1,22,12,149,0
2,0,1,0,0,621,103,88,34,2,81,3,482,0
0,0,0,0,0,547,97,86,20,3,74,11,420,0
1,0,2,0,0,923,124,99,169,3,89,3,628,0
1,0,1,0,0,624,92,74,82,2,77,1,450,0
3,0,4,0,0,1325,156,121,195,6,115,7,968,0
1,1,3,0,0,934,141,110,122,4,95,20,652,0
0,0,1,0,0,202,23,23,27,2,15,29,124,0
2,1,1,0,0,396,43,42,75,2,31,3,276,0
2,0,1,0,0,381,58,54,46,0,42,0,278,0
1,0,1,0,0,1885,343,212,113,16,266,15,1415,0
0,0,1,0,0,296,44,42,27,3,34,24,202,0
0,0,2,0,2,342,33,32,47,3,21,40,223,0
3,0,2,0,0,1062,160,113,192,2,91,5,706,0
3,0,4,0,0,1648,185,146,458,11,120,24,982,0
2,0,1,0,0,827,130,100,93,9,92,40,565,0
0,0,1,0,0,189,26,26,13,1,21,15,136,0
1,0,0,0,0,698,121,67,40,13,91,12,526,0
1,0,2,0,0,1107,164,125,92,3,120,27,825,0
0,0,1,0,0,1359,245,166,117,5,156,17,981,0
1,1,1,0,0,700,94,77,129,1,68,62,416,0
1,0,2,0,0,750,87,71,147,2,61,26,491,0
0,0,3,0,1,201,16,16,33,1,6,0,153,0
0,0,0,0,0,440,82,71,26,1,66,5,328,0
1,0,4,1,0,1098,122,93,286,2,77,44,647,0
3,2,5,0,0,1741,263,183,275,10,190,17,1187,0
1,0,2,0,0,1562,259,172,187,8,203,5,1112,0
0,0,0,0,0,366,66,58,31,1,50,0,270,0
16,96,19,0,11,13446,1398,619,2286,30,842,1321,8438,0
0,0,1,0,0,191,21,20,24,2,13,29,118,0
0,0,1,0,0,179,23,23,13,2,18,12,132,0
0,0,0,0,0,1297,241,171,74,7,196,0,983,0
0,0,1,0,0,291,34,33,82,4,24,0,175,0
0,0,1,0,0,210,23,23,23,2,14,29,136,0
1,0,2,0,0,669,86,71,139,7,58,11,434,0
1,1,1,0,0,789,120,102,108,4,92,16,546,0
0,0,1,0,0,495,75,63,25,6,60,37,358,0
1,1,2,0,0,702,125,94,60,11,69,38,480,0
0,0,0,0,0,878,143,105,56,2,110,4,676,0
2,2,1,0,0,1136,183,138,61,7,132,2,891,0
1,0,0,0,0,464,78,65,39,3,64,0,348,0
0,0,3,0,0,728,95,76,47,7,73,5,582,0
5,0,1,0,0,1923,381,234,346,10,219,70,1127,0
9,1,0,0,0,2775,390,217,260,18,267,97,2029,0
0,0,0,0,0,728,134,106,52,8,101,17,526,0
2,0,1,0,0,1698,276,187,115,10,220,3,1305,0
0,0,1,0,0,489,83,66,32,5,66,26,349,0
1,0,2,0,0,188,23,23,24,2,16,0,142,0
4,0,2,0,0,10779,1699,819,332,21,1454,60,8689,0
3,0,3,0,0,3259,481,290,376,17,356,66,2337,0
1,1,1,0,0,1631,278,180,145,20,220,16,1193,0
0,0,2,0,0,153,6,5,24,1,3,10,114,0
1,0,1,0,0,947,157,121,183,7,101,51,557,0
0,0,4,0,0,764,108,90,69,1,78,15,573,0
0,0,4,0,0,449,53,50,59,3,28,15,323,0
0,0,2,0,2,384,44,38,48,4,31,36,257,0
0,0,1,0,0,433,69,57,25,2,60,29,309,0
5,2,1,0,2,1083,189,125,177,10,97,12,704,0
0,0,4,0,0,463,47,45,63,1,28,25,329,0
1,1,2,0,0,986,143,110,152,1,103,37,655,0
4,1,2,0,0,3585,614,355,230,9,452,18,2724,0
0,0,1,0,0,544,76,66,28,2,63,31,410,0
1,0,2,0,0,1282,208,144,180,4,161,26,867,0
1,0,0,0,0,2485,396,245,67,3,363,18,2005,0
0,0,0,0,0,2411,399,268,62,7,332,16,1935,0
2,0,0,0,0,1059,180,125,90,9,103,39,751,0
1,0,0,0,0,1496,247,172,52,6,216,12,1186,0
0,0,2,0,0,214,18,18,37,3,5,45,115,0
1,0,3,0,0,1026,143,112,177,2,110,4,703,0
3,1,1,0,0,822,120,94,107,9,90,35,561,0
0,0,0,0,0,999,176,118,70,8,129,0,754,0
0,0,1,0,0,408,69,58,34,5,50,6,300,0
4,1,2,0,0,2898,550,279,286,32,349,40,2023,0
0,8,6,0,1,3574,443,298,384,15,273,109,2639,0
0,1,1,0,0,314,45,42,29,1,24,27,214,0
0,0,1,0,0,1297,209,163,56,5,158,36,997,0
1,0,2,0,0,1171,121,101,330,5,64,76,645,0
0,0,0,0,0,694,116,77,23,7,94,2,554,0
0,0,0,0,0,2468,447,241,107,8,376,14,1901,0
1,0,2,0,0,5951,1024,565,291,8,866,67,4555,0
0,0,0,0,0,1508,250,182,65,10,188,15,1179,0
1,1,4,0,0,1194,167,123,207,4,121,5,816,0
1,2,1,0,0,1442,235,158,179,9,185,19,1010,0
2,0,0,0,0,443,80,58,52,4,43,9,303,0
0,0,1,0,0,228,33,29,23,3,24,30,143,0
0,0,1,0,0,108,7,7,22,2,1,30,50,0
8,2,2,0,0,1550,244,163,130,7,181,13,1164,0
3,8,7,0,1,4179,530,362,446,18,310,121,3083,0
2,2,2,0,0,7557,1362,608,335,27,1054,24,5837,0
1,1,2,0,0,1007,161,126,65,9,109,49,733,0
4,0,2,0,0,1623,294,155,254,12,154,30,1046,0
0,0,1,0,0,195,23,22,14,1,19,12,147,0
2,2,2,0,0,1230,214,137,147,6,98,72,798,0
0,0,1,0,0,510,67,53,32,1,57,0,412,0
1,2,1,0,0,422,51,48,90,1,33,12,270,0
1,0,2,0,0,1158,153,123,223,6,109,50,733,0
1,0,2,0,0,1227,169,128,157,4,135,12,890,0
2,2,1,0,0,1112,200,130,142,15,107,33,738,0
4,2,2,0,0,946,140,110,90,8,97,44,673,0
1,0,2,0,0,674,72,60,166,2,52,8,429,0
0,1,0,0,0,241,48,42,20,1,35,6,168,0
0,1,1,0,0,501,80,71,34,0,71,0,388,0
3,0,0,0,0,20411,2900,1250,958,127,2127,174,16363,0
1,1,0,0,0,419,71,64,35,1,53,0,314,0
0,0,1,0,0,650,90,70,31,4,81,30,499,0
0,0,0,0,0,83,14,14,9,2,8,0,61,0
1,0,1,0,0,244,33,32,19,0,21,6,187,0
0,0,4,0,0,363,40,39,53,3,26,37,234,0
1,0,3,0,0,847,116,97,168,2,80,19,545,0
1,0,0,0,0,1325,240,166,64,7,195,12,1010,0
2,1,1,0,0,780,83,44,123,1,72,16,559,0
0,0,4,0,0,342,31,30,57,2,16,32,223,0
0,0,4,0,0,1568,232,172,101,3,176,50,1175,0
0,0,4,0,0,887,137,105,66,3,111,26,659,0
1,1,0,0,0,825,146,112,69,8,111,13,598,0
0,2,0,0,0,2214,384,246,111,1,338,0,1720,0
0,0,0,0,0,40009,7242,2220,1197,154,5860,145,30980,0
0,0,2,0,0,2148,353,227,80,5,287,37,1679,0
2,0,2,0,0,996,130,112,195,9,88,24,648,0
1,1,2,0,0,1533,254,189,146,10,175,18,1116,0
0,0,0,0,0,489,89,79,22,4,60,10,369,0
1,0,3,0,0,1029,174,137,63,6,140,7,786,0
0,0,0,0,1,84289,13221,3358,1908,101,11541,175,68986,0
10,7,2,0,0,3395,604,337,281,10,405,44,2467,0
0,0,2,0,0,255,20,20,38,3,13,48,150,0
1,1,0,0,0,605,106,81,42,1,79,0,458,0
2,1,0,0,0,1078,176,133,70,14,137,6,827,0
0,0,1,0,0,182,24,24,14,1,20,12,133,0
0,0,1,0,0,311,44,36,29,4,30,24,215,0
1,0,0,0,0,1264,260,171,84,15,192,19,902,0
0,0,0,0,0,395,79,56,22,0,63,0,295,0
1,0,1,0,0,562,75,63,88,6,50,5,395,0
0,0,1,0,0,2736,396,237,267,26,305,45,2029,0
1,1,1,0,0,730,120,64,89,0,112,0,522,0
2,1,2,0,0,541,83,71,59,6,52,0,400,0
0,0,1,0,0,334,44,40,28,5,30,24,239,0
7,0,2,0,0,1604,273,160,149,13,166,23,1160,0
0,0,1,0,0,191,27,26,15,2,20,14,136,0
0,0,2,0,0,153,6,5,24,1,3,10,114,0
0,0,1,0,0,198,25,23,14,1,17,12,148,0
1,0,2,0,0,707,75,60,174,1,50,2,457,0
3,1,1,0,0,1204,182,145,149,3,123,17,857,0
1,0,1,0,0,1610,268,172,128,11,222,13,1202,0
0,0,0,0,0,398,66,57,11,2,58,0,322,0
1,0,3,0,0,995,140,113,163,5,109,8,685,0
0,0,1,0,0,295,44,41,28,2,34,31,193,0
0,0,1,0,0,370,53,49,85,3,41,0,232,0
0,0,3,0,15,7495,1171,609,284,55,1009,135,5906,0
0,0,0,0,0,137,26,24,12,1,12,5,95,0
0,0,1,0,0,186,22,22,15,1,18,12,138,0
3,1,2,0,0,657,85,68,89,4,68,0,484,0
0,0,1,0,0,6658,997,531,216,51,791,104,5340,0
2,0,0,0,0,19729,2793,1194,916,123,2049,159,15845,0
1,0,2,0,3,1195,172,128,208,5,127,7,809,0
2,2,2,0,1,688,119,91,85,9,85,1,482,0
3,0,0,0,0,3156,514,324,109,13,431,59,2475,0
1,0,0,0,0,3383,581,331,160,17,448,15,2628,0
2,0,2,0,0,379,53,49,38,4,36,15,274,0
1,1,1,0,4,1333,143,114,233,14,84,35,923,0
2,0,1,0,0,376,57,51,28,1,48,0,292,0
2,0,2,0,0,971,128,108,191,10,81,20,633,0
3,0,2,0,0,2267,332,193,276,12,277,41,1619,0
1,0,2,0,0,665,81,67,140,2,59,6,439,0
0,0,1,0,0,2112,342,216,72,8,297,10,1689,0
2,1,1,0,0,819,123,101,105,4,91,23,569,0
5,2,1,0,0,1508,217,177,102,8,157,10,1180,0
7,0,2,0,0,1939,317,220,127,14,230,25,1471,0
3,0,0,0,0,536,82,72,49,6,40,19,387,0
0,0,1,0,0,1672,281,177,143,10,224,2,1247,0
1,0,3,0,0,825,95,83,175,0,63,7,549,0
0,0,1,0,0,101,7,7,21,2,1,30,44,0
2,0,1,0,0,613,92,82,50,1,72,5,467,0
1,1,2,0,0,1091,198,141,74,4,137,38,782,0
0,0,1,0,0,101,7,7,21,3,1,30,44,0
0,0,1,0,0,392,65,60,41,1,47,6,281,0
0,0,0,0,0,831,144,110,49,5,110,19,620,0
0,0,1,0,0,306,49,40,21,3,40,29,208,0
3,1,1,0,0,787,112,94,67,2,68,36,573,0
0,0,1,0,0,161,14,14,24,2,9,29,95,0
0,0,2,0,0,510,72,56,68,0,36,36,335,0
2,0,3,0,0,1972,274,173,231,5,236,16,1452,0
0,0,1,0,0,189,26,25,14,1,21,12,138,0
0,0,1,0,0,297,44,40,27,5,30,24,203,0
0,0,1,0,0,1644,276,184,88,13,228,20,1261,0
1,1,2,0,0,4894,829,447,207,20,660,32,3827,0
0,0,0,0,0,748,148,108,64,6,98,10,527,0
0,0,3,0,0,1673,264,183,70,7,221,13,1327,0
1,0,2,0,0,1176,128,81,273,10,89,74,702,0
0,0,0,0,0,375,66,60,34,1,48,14,262,0
2,0,1,0,0,6411,898,493,210,9,733,36,5268,0
0,0,1,0,0,190,18,18,27,2,10,29,117,0
0,0,0,0,0,873,158,108,49,3,125,9,658,0
2,1,3,0,0,1261,181,117,176,4,130,13,892,0
2,0,1,0,0,649,116,92,78,2,74,8,448,0
0,0,0,0,0,318,57,48,19,2,43,5,238,0
6,0,2,0,0,1123,135,115,175,17,69,48,766,0
0,0,2,0,0,233,16,16,36,2,0,36,146,0
0,0,0,0,0,201,41,37,10,3,29,0,151,0
